,Unnamed: 0,OBJECTID,Shape,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date,elev_files
3089,11756,4619769,"(-122.21359999999999, 47.99330000000003)",kirotv,http://www.kirotv.com/weather/21638186/detail.html,1311,2009-11-17 00:00:00,,"Burlington Northern Santa Fe tracks in north Seattle, White Rock, B.C. ","SEATTLE -- A storm that kicked up Monday evening caused mudslides, flooding, cut power in several counties.... Mudslides also blocked Burlington Northern Santa Fe tracks in north Seattle, White Rock, B.C. and near Skykomish. The north Seattle slide blocks the tracks north of Carkeek Park. The other two slides have since been cleared.  Amtrack service has been suspended due to the risk of potential slides and passengers on effected trains are being bused.","Burlington Northern Santa Fe tracks in north Seattle, White Rock, B.C. ",5km,mudslide,downpour,small,unknown,0.0,,,,,GLC,1311.0,47.9933,-122.2136,United States,US,Washington,Everett,1.69,2014-04-01 00:00:00,2021-04-10 04:46:21,3089.tiff
3090,11758,4619771,"(-123.88569999999999, 45.70620000000008)",Oregon DOT,,8320,2014-03-28 13:00:00,13:00,"US 101, milepost 46",,"US 101, milepost 46",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8320.0,45.7062,-123.8857,United States,US,Oregon,Rockaway,11.65,2016-07-05 19:53:16,2021-04-10 04:48:47,3090.tiff
3091,11769,4619782,"(-122.32629999999995, 47.89610000000005)",Seattle Times,http://www.seattletimes.com/seattle-news/rains-trigger-mudslides-rail-line-blocked-north-of-seattle/,7805,2006-01-10 09:00:00,09:00,Between Edmonds and Everett,"mud, rocks and trees spilled onto tracks about three miles south of Tacoma, in Shoreline just north of Seattle and further north between Edmonds and Everett",Between Edmonds and Everett,5km,mudslide,downpour,small,above_road,0.0,0.0,,,,GLC,7805.0,47.8961,-122.3263,United States,US,Washington,Snohomish County Paine Field,3.5,2016-06-23 15:00:05,2021-04-10 04:45:33,3091.tiff
3092,11771,4619784,"(-123.65249999999997, 43.66910000000007)",Oregon DOT,,8793,2011-03-28 14:00:00,14:00,"OR 38, milepost 28.5",,"OR 38, milepost 28.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8793.0,43.6691,-123.6525,United States,US,Oregon,Elkton,8.24,2016-07-08 17:04:24,2021-04-10 04:45:33,3092.tiff
3093,11774,4619787,"(-113.77179999999998, 48.74890000000005)",Montana Public Radio,http://mtpr.org/post/crews-clearing-glacier-roads-after-flooding-rockslides#stream/0,7737,2016-06-03 00:00:00,,Logan Pass,"""The west-side road crew has cleared those 19 slides, the rock debris. They were just yesterday at the Visitor Center at Logan Pass and they were clearing all that snow that had come in during that storm.""",Logan Pass,10km,landslide,rain,medium,above_road,0.0,0.0,,,,GLC,7737.0,48.7489,-113.7718,United States,US,Montana,Saint Mary Lake,16.38,2016-06-09 14:32:02,2021-04-10 04:48:47,3093.tiff
3094,11775,4619788,"(-123.49079999999998, 44.47210000000007)",Oregon DOT,,8132,2015-12-08 00:00:00,00:00,"OR 34, milepost 50.4",,"OR 34, milepost 50.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8132.0,44.4721,-123.4908,United States,US,Oregon,Philomath,12.98,2016-07-01 15:21:54,2021-04-10 04:44:41,3094.tiff
3095,11780,4619793,"(-124.03559999999999, 40.84210000000007)",maps.google,http://maps.google.com/maps/place?cid=4814395218892010470&q=country+club&hl=en&cd=2&cad=src:kml_balloon&ei=U2UlTLCCA4_gyATtiOS3Bw,1938,2010-06-03 00:00:00,,"Baywood Country Club, Bayside, CA","Earlier this week, Jacoby Creek turned the color of chocolate milk.  While there has been a lot of rain recently, old-timers who live in the watershed said they've never seen it run so muddy. In the past few days, officials have found the source of the heavy silt, a landslide that started on an old logging road on a tributary of Jacoby Creek called Monahan or Golf Course creek.  Now they are trying to figure out how to stem the flow of mud from the collapse, especially since salmon are taking the brunt of it in the estuary before heading out to sea. The slide is on private property above the Baywood Country Club Clubhouse Restaurant, according to e-mails sent between California Department of Fish and Game personnel. Fish and Game Environmental Scientist Scott Bauer wrote that water had been pouring from a cut bank onto the old road, which made the road fail.  ”The hillslope is very steep ... and this failure will continue to discharge sediment for some time,” Bauer wrote. (Date Uncerta","Baywood Country Club, Bayside, CA",5km,landslide,downpour,small,unknown,0.0,,,,,GLC,1938.0,40.8421,-124.0356,United States,US,California,Arcata,4.74,2014-04-01 00:00:00,2021-04-10 04:40:41,3095.tiff
3096,11783,4619796,"(-123.79669999999999, 43.67560000000003)",nrtoday,http://www.nrtoday.com/article/20111230/NEWS/111239980/0/FRONTPAGE,4124,2011-12-30 00:00:00,,"Highway 38, Scottsburg, OR","SCOTTSBURG — A landslide is blocking eastbound lanes of Hwy. 38 at milepost 15.5, the Oregon Department of Transportation said. ODOT said an estimated 300 yards of debris, about 30 dump truck loads, has come down onto the highway. Traffic is down to a single lane with flaggers. Flaggers will remain at the slide throughout the night as cleanup efforts continue.","Highway 38, Scottsburg, OR",5km,landslide,unknown,medium,unknown,0.0,,,,,GLC,4124.0,43.6756,-123.7967,United States,US,Oregon,Scottsburg,0.8500000000000001,2014-04-01 00:00:00,2021-04-10 04:45:33,3096.tiff
3097,11786,4619799,"(-93.17739999999998, 35.963100000000054)",todaysthv,http://www.todaysthv.com/news/article/222096/2/Landslide-in-Newton-County-causes-highway-to-close,4474,2012-08-14 00:00:00,,"Newton County,AR","Officials say Highway 7, south of the fairgrounds in Newton County is closed due to a landslide. Detours are in place. Officials say if you are traveling north on Highway 7, you'll need to take Highway 374 and go around. If you need to go south of the fairgrounds, you should travel Highway 74 East and go around.We're told the recent heavy rain is what caused the landfall.","Newton County,AR",5km,landslide,downpour,medium,unknown,,,,,,GLC,4474.0,35.9631,-93.1774,United States,US,Arkansas,Lurton,22.31,2014-04-01 00:00:00,2021-04-10 04:47:57.000001,3097.tiff
3098,11789,4619802,"(-157.78919999999997, 21.368400000000065)",KHON 2,http://khon2.com/2014/02/03/small-mudslide-closes-lane-on-pali-highway/#http://khon2.com/2014/02/03/small-mudslide-closes-lane-on-pali-highway/,5835,2014-02-03 16:00:00,16:00,"Pali Hwy Kailua, HI 96734",State road crews will be keeping a close eye on the hillside along the Pali Highway due to a small mudslide. The mudslide was reported shortly before 4:30 p.m. Monday. The right lane in the Kailua-bound direction of Pali Highway was forced to closed after a mudslide just outside the second tunnel.,"Pali Hwy Kailua, HI 96734",5km,mudslide,unknown,small,above_road,0.0,0.0,,,,GLC,5835.0,21.3684,-157.7892,United States,US,Hawaii,Kaneohe,5.57,2014-08-24 00:00:00,2021-04-10 04:43:52.000001,3098.tiff
3099,11793,4619806,"(-118.49479999999994, 35.13680000000005)",Eye Out for You.com,http://www.eyeoutforyou.com/news/local/10883061.html,337,2007-10-30 00:00:00,,"Highway 202, west of Tehachapi, CA",1 foot of mud on road in multiple places,"Highway 202, west of Tehachapi, CA",5km,mudslide,rain,medium,unknown,,,,,,GLC,337.0,35.1368,-118.4948,United States,US,California,Tehachapi Municipal,4.8100000000000005,2014-04-01 00:00:00,2021-04-10 04:45:33,3099.tiff
3100,11798,4619811,"(-122.01999999999998, 44.69070000000005)",Oregon DOT,,8245,2014-12-23 14:00:00,14:00,"OR 22, milepost 58",,"OR 22, milepost 58",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8245.0,44.6907,-122.02,United States,US,Oregon,Mount Jefferson,6.98,2016-07-05 18:07:50,2021-04-10 04:48:47,3100.tiff
3101,11799,4619812,"(-111.54429999999996, 39.92430000000007)",ksl,http://www.ksl.com/?sid=11819858&autostart=y&nid=148,2186,2010-08-01 20:00:00,19:00,"Highway 89 near Birdseye, Utah","Utah Department of Transportation crews Monday will inspect Highway 89 near Birdseye for damage following a mudslide. A flash flood hit about 7:30 Sunday night and covered parts of the highway. Traffic in both directions was shut down between mile markers 305 and 307 until 1:30 Monday morning. Some cars got stuck in the debris. Utah Highway Patrol Sgt. Ted Tingey says, ""This had a bit of rocks, mud, other debris, branches, things like that, so it was a significant one that came across the roadway here. Again, we're very grateful that no one was trapped in that and grateful that nobody was hurt."" Tingey says the slide occurred following severe thunderstorms. Crews do not think it did any major damage. ","Highway 89 near Birdseye, Utah",5km,mudslide,rain,small,unknown,0.0,,,,,GLC,2186.0,39.9243,-111.5443,United States,US,Utah,Thistle,8.53,2014-09-15 17:24:07.000001,2021-04-10 04:47:09,3101.tiff
3102,11804,4619817,"(-122.23739999999998, 47.53090000000003)",Seattle Times,http://old.seattletimes.com/html/eastsidenews/2002834777_weblandslide28.html,7802,2006-02-28 09:00:00,09:00,7900 Block of West Mercer Way,"a landslide closed a section of West Mercer Way in the 7900 block this morning, near the south end of Mercer Island.",7900 Block of West Mercer Way,exact,landslide,downpour,small,above_road,0.0,0.0,,http://old.seattletimes.com/ABPub/zoom/html/2002834818.html,,GLC,7802.0,47.5309,-122.2374,United States,US,Washington,Renton Municipal,4.57,2016-06-23 14:34:35,2021-04-10 04:43:03,3102.tiff
3103,11805,4619818,"(-123.66879999999998, 45.49640000000005)",Oregon DOT,,8599,2012-04-04 10:00:00,10:00,"OR 6, milepost 10",,"OR 6, milepost 10",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8599.0,45.4964,-123.6688,United States,US,Oregon,Tillamook,13.76,2016-07-07 15:59:50,2021-04-10 04:44:41,3103.tiff
3104,11809,4619822,"(-122.77129999999994, 45.56860000000006)",oregonlive,http://www.oregonlive.com/portland/index.ssf/2010/06/landslide_has_closed_portion_o.html,1991,2010-06-15 00:00:00,,"Leif Erikson trail mile 7.11, Forest Park, OR","The recent heavy rains have caused a landslide at milepost 7.11 on the Leif Erikson Trail in  Forest Park. The trail is closed to pedestrians, cyclists and equestrians between milepost 7 and 7.25, according to Portland Parks and Recreation.","Leif Erikson trail mile 7.11, Forest Park, OR",1km,landslide,downpour,small,unknown,0.0,,,,,GLC,1991.0,45.5686,-122.7713,United States,US,Oregon,Pearson Airpark,10.72,2014-04-01 00:00:00,2021-04-10 04:48:47,3104.tiff
3105,11816,4619829,"(-122.76849999999996, 45.58280000000008)",kgw,http://www.kgw.com/news/local/Landslide-blocks-popular-WA-coast-route-119263069.html,3337,2011-04-04 18:00:00,18:00,"St. John’s Bridge, WA","Elsewhere, a rockslide slowed traffic near the St. John’s Bridge late Monday night. Large rocks tumbled onto the southbound lanes of the ramp that connects the bridge to Highway 30. Crews were able to clear the debris in time for the peak of the Tuesday morning commute.","St. John’s Bridge, WA",1km,rock_fall,rain,small,unknown,0.0,,,,,GLC,3337.0,45.5828,-122.7685,United States,US,Oregon,Pearson Airpark,9.75,2014-04-01 00:00:00,2021-04-10 04:47:09,3105.tiff
3106,11818,4619831,"(-106.60459999999995, 35.235100000000045)",KRQE,http://krqe.com/2014/08/11/corrales-deals-with-heavy-rain-mudslides/,6464,2014-08-10 00:00:00,,"CORRALES, N.M.",Police say at least three drivers got stuck in the mud and some roads were closed.,"CORRALES, N.M.",10km,mudslide,downpour,small,unknown,0.0,0.0,,,,GLC,6464.0,35.2351,-106.6046,United States,US,New Mexico,Sandoval,1.32,2014-12-11 18:51:26,2021-04-10 04:42:16,3106.tiff
3107,11825,4619838,"(-119.9613, 47.83090000000004)",wenatcheeworld,http://www.wenatcheeworld.com/news/2011/jun/13/campers-hikers-trapped-behind-slide-rescued/,3595,2011-06-10 16:00:00,15:00,"Southshore Road near Chelan, WA","Stranded residents there for about four hours. The slide on Southshore Road was about 100 feet wide, went across the road past Twentyfive Mile Creek at about 3:30 p.m. Friday, but was cleared shortly after 8:15 p.m.","Southshore Road near Chelan, WA",25km,mudslide,rain,small,unknown,0.0,,,,,GLC,3595.0,47.8309,-119.9613,United States,US,Washington,Chelan Falls,3.73,2014-04-01 00:00:00,2021-04-10 04:47:57.000001,3107.tiff
3108,11826,4619839,"(-115.48939999999999, 43.33590000000004)",magicvalley.com,http://magicvalley.com/news/local/fire-mudslide-transform-south-fork-of-boise-river/article_50a2c0b0-313f-11e3-af0a-001a4bcf887a.html,5515,2013-09-12 00:00:00,,"Reclamation Village‎, Boise National Forest, Idaho","The South Fork of the Boise River wonÕt look like we remembered, but the area is far from doomed. This will be a landmark year for the river, a popular attraction for anglers, rafters and others located about 40 miles southeast of Boise. Many people may now describe the area in terms of pre- and post-2013. A wildfire burned through much of the South Fork canyon in mid-August, blackening the slopes, scorching the riverÕs cottonwood stands and exposing thousands of acres of bare soil. Then, on Sept. 12, a thunderstorm dumped about a half inch of rain on the upper slopes north of the river and caused five mudslides in the prime fishing and recreation area between Anderson Ranch Dam and the Danskin boat launch about 10 miles downstream. The combination of wildfire and slides have changed the river and the canyon Ñ and this could just be the start of it. After talking to numerous experts about the fires and slides, thereÕs no consensus on what the future holds because the changes are still ","Reclamation Village‎, Boise National Forest, Idaho",1km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,5515.0,43.3359,-115.4894,United States,US,Idaho,Dixie,3.46,2014-04-01 00:00:00,2021-04-10 04:39:04,3108.tiff
3109,11829,4619842,"(-106.31459999999998, 39.37450000000007)",9news,http://www.9news.com/news/article/276723/339/Mudslide-closed-Colorado-Highway-24,4455,2012-07-09 00:00:00,,"U.S. 24 nr Tennessee Pass, Leadville",The Colorado Department of Transportation closed U.S. 24 near Tennessee Pass on Monday after the washout and several hours later managed to get one lane open. One lane is open after one of the main highways to Leadville had to be closed after the road washed out following heavy rains.,"U.S. 24 nr Tennessee Pass, Leadville",1km,landslide,downpour,medium,unknown,,,,,,GLC,4455.0,39.3745,-106.3146,United States,US,Colorado,Climax,11.09,2014-04-01 00:00:00,2021-04-10 04:39:53,3109.tiff
3110,11832,4619845,"(-93.26589999999999, 44.981700000000046)",CBS Minnesota,http://minnesota.cbslocal.com/2014/06/20/owner-mudslide-falls-on-historic-minn-brewery/,6072,2014-06-19 00:00:00,,"Minneapolis, Minnesota","The owner of a historic brewery in flood-ravaged southern Minnesota says a mudslide came down Thursday and crashed into the building’s apartments. Kevin Breeggemann, the owner of the building, said that it dates back to the 1860s. He and others were trying to reopen a brewery there. The building holds five apartments, and eight residents had to be evacuated following the mudslide. Like other communities in southern Minnesota, Jordan was drenched after days of heavy rain. Residents had to deal with road closures, landslides and flooded crop fields.","Minneapolis, Minnesota",5km,mudslide,continuous_rain,small,unknown,0.0,0.0,,,,GLC,6072.0,44.9817,-93.2659,United States,US,Minnesota,Minneapolis,7.22,2014-08-24 00:00:00,2021-04-10 04:43:52.000001,3110.tiff
3111,11833,4619846,"(-121.67069999999995, 47.44270000000006)",KIRO 7,http://www.kiro7.com/news/snow-triggers-rockslides-closes-eb-i-90-over-snoqu/19121913,9049,2015-12-09 00:00:00,,I-90 just west of the pass,"Rocks, trees were down over I-90 just west of the pass It was closed for several hours on Monday morning State patrol couldn't look at stability until daylight",I-90 just west of the pass,5km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,,,GLC,9049.0,47.4427,-121.6707,United States,US,Washington,Snoqualmie,13.88,2016-07-19 18:39:30,2021-04-10 04:48:47,3111.tiff
